Jurisdiction,Inspected,ObsWeather,FacilityID,AvgDischarge,ObsRecordDate,FlowContribution,FlowCondition,PersistentFlow,FlowConnectivity,IDIC,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,SampleWet,OCFSLocation,MaintenanceIssue,PointY,PointX
Laguna Beach,Verified,1,I01-11059-3,0,2024-08-01,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.55369103,-117.77533605
Laguna Beach,Verified,1,I01-11059-3,0,2024-05-07,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,NA,33.55369103,-117.77533605
Aliso Viejo,Verified,1,I01-11216-3,NA,2024-08-29,NA,Pooled or Ponded,Yes,NA,None,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Overgrown,33.59871118,-117.74705206
Aliso Viejo,Verified,1,I01-11216-3,NA,2024-06-28,NA,Pooled or Ponded,Yes,Undetermined,NA,Not A Priority,NA,NA,NA,NA,NA,"Brown ""tea"" tint",Not present,Small fish,Not Present (0 Items),NA,NA,NA,NA,NA,33.59871118,-117.74705206
San Juan Capistrano,Verified,1,L01-618-5 (L01S09),0.170796,2024-06-10,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Not A Priority,NA,5361,0.14,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.50198317,-117.64810796
San Juan Capistrano,Verified,1,L01-618-5 (L01S09),0.170796,2024-07-29,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Not A Priority,NA,7020,0.083571,0.023,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.50198317,-117.64810796
Orange Co,Verified,1,L01-303-4,0.018628,2024-08-05,Small Fraction (<10%),Flowing,Unknown,Direct Connection,None,Priority,47,1122,0.0036,0,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.59601716,-117.58464696
Orange Co,Verified,1,L01-303-4,0.018628,2024-06-12,NA,Other - See Comments,Unknown,Unsafe to Access,NA,Priority,47,NA,NA,NA,Below Average Discharge,Not present,Not present,Site observed to be with tons of ivegrwon vegetation. Unable to access.,NA,NA,NA,NA,NA,NA,33.59601716,-117.58464696
Orange Co,Verified,1,L01-303-2,0.07,2024-09-16,Small Fraction (<10%),Pooled or Ponded,Yes,Partial - Significant Distance,NA,Priority,48,NA,NA,NA,Equal,"Brown ""tea"" tint",Not present,Overgrown pampas grass impedes access to view outfall straight on,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Overgrown,33.59292915,-117.58505949
Orange Co,Verified,1,L01-303-2,0.07,2024-06-12,NA,Pooled or Ponded,Yes,Unsafe to Access,NA,Priority,48,NA,NA,NA,Equal,"Brown ""tea"" tint",Not present,Overgrown vegetation impedes direct view of outfall,NA,NA,NA,NA,NA,NA,33.59292915,-117.58505949
Rancho Santa Margarita,Verified,1,L01-218-1,NA,2024-08-27,NA,Pooled or Ponded,Yes,Undetermined,None,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.63183926,-117.56328341
Rancho Santa Margarita,Verified,1,L01-218-1,NA,2024-05-23,NA,Pooled or Ponded,Yes,NA,None,Not A Priority,NA,NA,NA,NA,NA,Not present,"Brown ""tea"" tint",NA,Not Present (0 Items),NA,NA,NA,NA,None,33.63183926,-117.56328341
San Clemente,Verified,1,M01-042-1 (M01S01),0.018533,2024-06-26,NA,Flowing,Yes,Undetermined,Elevated discharge,Priority,54,4667,0.0602,0.062,20% Or More Above Average Discharge,Not present,Not present,Contacted City via email and message on phones,Moderate (11-50 Items),Within area surrounding outfall,Yes,NA,1,NA,33.4544419,-117.62343218
San Clemente,Verified,1,M01-042-1 (M01S01),0.018533,2024-08-14,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,54,5832,0.082909,0.025,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,1,Graffiti,33.4544419,-117.62343218
San Clemente,Verified,1,M01-042-1 (M01S01),0.018533,2024-05-22,Small Fraction (<10%),Flowing,Yes,Direct Connection,Other - see comments,Priority,54,NA,0.003228,NA,20% Or More Above Average Discharge,Not present,Surface scum,"Thick growth in and around outfall- green, brown, and grey in color. Undetermined ID/IC",Moderate (11-50 Items),Within area surrounding outfall,Yes,NA,1,NA,33.4544419,-117.62343218
Aliso Viejo,Verified,1,J01-9082-2,0.162521,2024-07-31,Major Fraction (>50%),Flowing,Yes,Direct Connection,NA,Priority,57,1270,0.08254,0.053,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,1,NA,33.58158427,-117.74574807
Aliso Viejo,Verified,1,J01-9082-2,0.162521,2024-03-05,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,NA,Priority,57,NA,NA,0.112,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,Yes,NA,1,Graffiti,33.58158427,-117.74574807
Aliso Viejo,Verified,1,J01-9082-2,0.162521,2024-05-29,NA,Flowing,Yes,NA,None,Priority,57,1360,0.04537,0.071,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,1,None,33.58158427,-117.74574807
Dana Point,Verified,1,L01-726-6,0,2024-06-10,Small Fraction (<10%),Dry,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Site observed to be dry,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.47619233,-117.6792341
Dana Point,Verified,1,L01-726-6,0,2024-08-27,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.47619233,-117.6792341
Aliso Viejo,Verified,1,J01-9082-3,0.004772,2024-05-29,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,NA,33.5815804,-117.7457248
Aliso Viejo,Verified,1,J01-9082-3,0.004772,2024-03-05,NA,Dry,Unknown,Direct Connection,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.5815804,-117.7457248
Aliso Viejo,Verified,1,J01-9082-3,0.004772,2024-07-31,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.5815804,-117.7457248
Rancho Santa Margarita,Verified,1,L01-218-4,0.033304,2024-05-23,NA,Flowing,Yes,NA,None,Priority,48,2008,0.099258,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.63861457,-117.56923716
Rancho Santa Margarita,Verified,1,L01-218-4,0.033304,2024-08-27,Small Fraction (<10%),NA,Yes,Partial - Significant Distance,None,Priority,48,2110,0.046429,0.005,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.63861457,-117.56923716
Orange Co,Verified,1,L01-391-3,0.013986,2024-08-28,Small Fraction (<10%),Flowing,Unknown,Partial - Significant Distance,None,Not A Priority,NA,1186,0.016,0.003,20% Or More Above Average Discharge,Not present,Not present,Volumetric: 0.003 cfs; 0.75litres/10sec,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.57838704,-117.58681314
Orange Co,Verified,1,L01-391-3,0.013986,2024-06-12,NA,Other - See Comments,Unknown,NA,None,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Overgrown vegetation unable to locate outfall.,NA,NA,NA,NA,NA,Overgrown,33.57838704,-117.58681314
Orange Co,Verified,1,L01-391-3,0.013986,2024-09-12,Small Fraction (<10%),Flowing,Unknown,Partial - Significant Distance,NA,Not A Priority,NA,1208,0.018,0.0035,20% Or More Above Average Discharge,Not present,Not present,Volumetric:  0.0035 cfs; App 90% captured (1 liter in 10 sec),Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,Sediment,33.57838704,-117.58681314
Lake Forest,Verified,1,J01-9275-1,0.0025,2024-07-10,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.64907302,-117.66134072
Lake Forest,Verified,1,J01-9275-1,0.0025,2024-09-04,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.64907302,-117.66134072
Mission Viejo,Verified,1,J07-9109-4 (J07P02),0.170884,2024-03-04,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,NA,Priority,54,2180,0.101553,0.07,Below Average Discharge,Not present,Not present,NA,Abundant (>50 Items),Within area surrounding outfall,NA,Yes,NA,Graffiti,33.64644434,-117.65578527
Mission Viejo,Verified,2,J07-9109-4 (J07P02),0.170884,2024-01-21,NA,Flowing,Yes,Direct Connection,NA,Priority,54,340,NA,NA,Below Average Discharge,Not present,Chocolate milk,NA,Moderate (11-50 Items),In flow path of outfall,NA,Yes,NA,Sediment,33.64644434,-117.65578527
Mission Viejo,Verified,1,J07-9109-4 (J07P02),0.170884,2023-12-15,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,54,NA,0.046452,0.014,Below Average Discharge,"Brown ""tea"" tint","Brown ""tea"" tint",NA,Moderate (11-50 Items),In flow path of outfall,NA,Yes,NA,Graffiti,33.64644434,-117.65578527
Mission Viejo,Verified,1,J07-9109-4 (J07P02),0.170884,2024-08-20,Minor Fraction (10 - 50%),Flowing,Yes,Partial - Significant Distance,None,Priority,54,1584,0.08,NA,Below Average Discharge,Not present,Odor,Dissipator pond had a large buildup of mud,Moderate (11-50 Items),Within area surrounding outfall,NA,Yes,NA,Graffiti,33.64644434,-117.65578527
Mission Viejo,Verified,1,J07-9109-4 (J07P02),0.170884,2024-07-01,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,54,1502,0.042218,0.024,Below Average Discharge,Not present,Odor,NA,Abundant (>50 Items),Within area surrounding outfall,NA,Yes,NA,Graffiti,33.64644434,-117.65578527
Laguna Niguel,Verified,1,L03-708-11 (L03P05),0.129137,2024-07-15,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,48,4520,0.036474,0.016,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,Yes,NA,None,33.56274432,-117.67586115
Laguna Niguel,Verified,1,L03-708-11 (L03P05),0.129137,2024-05-13,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,48,3908,0.102857,0.028,Below Average Discharge,Not present,Not present,"Decaying algae, anoxic",Sparse (<10 Items),Within area surrounding outfall,NA,Yes,NA,None,33.56274432,-117.67586115
Laguna Niguel,Verified,1,L03-708-11 (L03P05),0.129137,2024-02-01,NA,Flowing,Yes,Direct Connection,NA,Priority,48,117,NA,NA,Below Average Discharge,Not present,Not present,Bacti storm sampling,NA,NA,NA,Yes,NA,NA,33.56274432,-117.67586115
Aliso Viejo,Verified,1,I01-11503-5,NA,2024-06-28,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,NA,NA,NA,NA,NA,NA,NA,"Brown ""tea"" tint",Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.59353752,-117.7495101
Aliso Viejo,Verified,1,I01-11503-5,NA,2024-08-29,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Direct Connection,NA,NA,NA,NA,NA,NA,NA,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.59353752,-117.7495101
San Clemente,Verified,1,M00.1-071-4 (M00S04),0.014497,2024-08-19,NA,Flowing,Yes,Undetermined,NA,Not A Priority,NA,10240,0.03,NA,20% Or More Above Average Discharge,Clear,Not present,Shopping cart.  Deep (3-4 ft) at outlet.  Measurements collected downstream.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.41248819,-117.60269151
San Clemente,Verified,1,M02-061-5,0,2024-08-07,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.43437622,-117.6263856
San Clemente,Verified,1,M02-061-5,0,2024-05-29,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.43437622,-117.6263856
Orange Co,Verified,1,L01-404-1,0.139529,2024-07-30,NA,Flowing,Yes,NA,None,Priority,60,NA,1.176471,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,1,None,33.56451699,-117.58583458
Orange Co,Verified,1,L01-404-1,0.139529,2024-05-21,NA,Flowing,Yes,Undetermined,None,Priority,60,1915,0.243478,0.084,20% Or More Above Average Discharge,Not present,Clear,Yellow tinted water,Sparse (<10 Items),In flow path of outfall,Yes,NA,1,None,33.56451699,-117.58583458
San Juan Capistrano,Verified,1,L01-517-1,0,2024-07-29,Small Fraction (<10%),Other - See Comments,Unknown,Undetermined,Surfactants,Not A Priority,NA,NA,NA,NA,Equal,Not present,"Brown ""tea"" tint","outfall has water flowing from it, but the dissipator is ponded and too deep to access outfall with just boots. White bubbles across surface indicating possible surfactant IDIC, coming directly out of outfall.",Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.51866418,-117.62566989
San Juan Capistrano,Verified,1,L01-517-1,0,2024-06-10,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.51866418,-117.62566989
San Clemente,Verified,1,M01-050-7,4e-6,2024-08-19,Small Fraction (<10%),Pooled or Ponded,Unknown,Direct Connection,NA,NA,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Mud and dried leaves possibly from outfall,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.44302922,-117.64378208
San Clemente,Verified,1,M01-050-7,4e-6,2024-05-23,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,NA,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,"EXTREME mosquito infestation. Accessed with DA1 key near outfall M01-050-4. Too slippery to walk, had to drive.",NA,NA,NA,NA,NA,None,33.44302922,-117.64378208
Orange Co,Verified,1,L05-489-3,0.851665,2024-07-30,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,90,5974,1.072666,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,Yes,NA,1,None,33.52979731,-117.64652575
Orange Co,Verified,1,L05-489-3,0.851665,2024-05-21,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,90,3415,1.731148,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,Yes,NA,1,None,33.52979731,-117.64652575
Laguna Beach,Verified,1,I01-11059-1,0.002,2024-05-07,NA,Flowing,Unknown,Direct Connection,NA,Not A Priority,NA,NA,0.03,NA,Below Average Discharge,Not present,Not present,NA,NA,NA,NA,NA,NA,NA,33.55356666,-117.77549685
Laguna Beach,Verified,1,I01-11059-1,0.002,2024-08-01,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.55356666,-117.77549685
San Juan Capistrano,Verified,1,L02-502-6,NA,2024-06-11,NA,Other - See Comments,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,"Outfall could not be accessed, it was on private property.",NA,NA,NA,NA,NA,NA,33.53046313,-117.66921867
Lake Forest,Verified,1,J01-9046-3,0.004993,2024-09-04,NA,NA,Yes,NA,NA,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Outfall inaccessible due to overgrown vegetation,NA,NA,NA,NA,NA,Overgrown,33.65613772,-117.65940595
San Clemente,Verified,1,M02-061-4 (SCBS@M02),0.025637,2024-08-07,Small Fraction (<10%),Flowing,Yes,Direct Connection,Oil sheen,Priority,45,10980,0.054,0.011,20% Or More Above Average Discharge,Not present,Not present,Noticed oil surface on top of the water in direct path of outfall,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.43367233,-117.62724499
San Clemente,Verified,1,M02-061-4 (SCBS@M02),0.025637,2024-05-29,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,45,8880,0.08547,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.43367233,-117.62724499
Laguna Niguel,Verified,1,K01-12058-2 (K01P09),0.12576,2024-05-20,NA,NA,Yes,NA,NA,Priority,64,NA,NA,NA,Below Average Discharge,Not present,Not present,Inaccessible due to two enclosed chain link fences and overgrown vegetation,NA,NA,NA,NA,NA,NA,33.51124853,-117.69458922
Aliso Viejo,Verified,1,I01-11502-1,NA,2024-06-28,NA,Pooled or Ponded,Yes,Partial - Significant Distance,NA,Not A Priority,NA,NA,NA,NA,NA,"Brown ""tea"" tint",Not present,Outfall buried,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.59564069,-117.74847681
Aliso Viejo,Verified,1,I01-11502-1,NA,2024-08-29,NA,Pooled or Ponded,Yes,NA,None,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.59564069,-117.74847681
Laguna Niguel,Verified,1,J01-9005-1 (J03P05),0.033399,2024-09-11,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,57,4418,0.032727,0.009,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,1,None,33.53990663,-117.70415814
Laguna Niguel,Verified,1,J01-9005-1 (J03P05),0.033399,2024-05-01,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,57,NA,0.03625,NA,Below Average Discharge,Not present,Not present,"At 9:50, upon arrival, the outflow experienced higher flows with bubbles/suds. Measurements were not taken at this time.",Not Present (0 Items),NA,NA,NA,1,NA,33.53990663,-117.70415814
Laguna Niguel,Verified,1,J01-9005-1 (J03P05),0.033399,2024-03-08,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,57,NA,0.021,NA,Below Average Discharge,Not present,Not present,Ponded at sensor but flowing further upstream.,Not Present (0 Items),NA,NA,NA,1,None,33.53990663,-117.70415814
Laguna Niguel,Verified,1,J01-9005-1 (J03P05),0.033399,2024-07-17,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,57,3850,0.025513,NA,Below Average Discharge,Not present,Not present,pink liquid substance in receiving water,Sparse (<10 Items),Within area surrounding outfall,NA,NA,1,None,33.53990663,-117.70415814
Laguna Niguel,Verified,1,J03-9216-2,1.520455,2024-07-02,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,74,4120,1.960563,NA,20% Or More Above Average Discharge,Chocolate milk,Not present,NA,Not Present (0 Items),NA,NA,Yes,1,Graffiti,33.52800208,-117.71006458
Laguna Niguel,Verified,1,J03-9216-2,1.520455,2024-05-15,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,74,3612,1.084557,0.062,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,Yes,1,Graffiti,33.52800208,-117.71006458
Laguna Niguel,Verified,1,J03-9216-2,1.520455,2024-01-18,NA,Flowing,Yes,Undetermined,None,Priority,74,4459,0.504,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,Yes,1,Graffiti,33.52800208,-117.71006458
Laguna Niguel,Verified,2,J03-9216-2,1.520455,2024-01-21,NA,Flowing,Yes,NA,NA,Priority,74,1470,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,NA,NA,NA,Yes,1,NA,33.52800208,-117.71006458
Aliso Viejo,Verified,1,I01-11216-4 (I02P14),NA,2024-06-28,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,"Brown ""tea"" tint",NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,NA,33.59822758,-117.74619908
